SALES,YEAR
1672.1,2003
1674.75,2004
3472.98,2004
1649.18,2004
3751,2005
4536,2005
4421.34,2005
2078.28,2005
3069,2003
1713.8,2003
1506.5,2003
2692.12,2003
2422.08,2003
3488.34,2003
2583.34,2003
1249.4,2003
3374.71,2004
1265.46,2004
1681.46,2004
3204,2004
2398.72,2004
2381.04,2004
1944.54,2003
2273.7,2004
2116.5,2004
1307.32,2004
1726.37,2004
1267.77,2005
3441.82,2005
1987.18,2005
3880.2,2005
1942.15,2003
3259.92,2003
1213.8,2003
1086.6,2003
1632.75,2003
1734,2003
1857.06,2003
1863.41,2003
2924.68,2003
2294.18,2003
1457.82,2004
1955.88,2004
2314.4,2004
1310.96,2004
2913.3,2004
1357.78,2004
2150,2004
2783.25,2004
2339.92,2004
1729,2004
5972.4,2004
2275.2,2004
2673.44,2004
2431.75,2005
2018.72,2005
1558.99,2005
1104.6,2005
2575.1,2005
2845.75,2003
3431.75,2003
3273.9,2003
4119.4,2003
5355.68,2003
5747.5,2003
5355.36,2003
2535.75,2003
4351.23,2003
2254,2004
2921.28,2004
2299,2004
2637.18,2004
4307.52,2004
2153.76,2004
3716.88,2004
5455.76,2004
2650.62,2004
6437.28,2004
2633.4,2004
2278.53,2004
4846,2005
4197.1,2005
4597.65,2005
5287.7,2005
3550.05,2005
1721.73,2003
2993.5,2003
1295.06,2003
2671.95,2003
1226.59,2003
1453.84,2003
1830.22,2003
2530.01,2003
2241.45,2003
2399.85,2004
1557.72,2004
845.25,2004
1352.4,2004
1584.8,2004
2616,2004
1129.04,2003
2218.5,2004
2028.48,2004
1759.2,2004
977.67,2004
1463,2005
3970.56,2005
2576,2005
2233.69,2005
2481.64,2003
4651.53,2003
3858.1,2003
3501.6,2003
6433.7,2003
2658.96,2004
3608.76,2004
2214.67,2004
2747.53,2004
3310.92,2004
2380,2004
2310.88,2004
4061.76,2004
3493.7,2004
2872.25,2004
4114.38,2004
1063.65,2004
2008.44,2004
4328.6,2005
1376.43,2005
5552.16,2005
3659.02,2005
4165.61,2005
1404,2003
710.2,2003
1702.8,2003
1194.84,2003
1007.14,2003
977.43,2003
1436.76,2003
759.46,2003
1189.44,2003
683.8,2004
1226.82,2004
974.82,2004
577.6,2004
1106.93,2004
694.6,2004
1152.06,2004
2624,2004
3685.95,2004
703.6,2004
9720,2004
834.67,2005
2257.92,2005
8344.71,2005
1801.94,2005
1209.6,2005
3155.14,2003
2848.86,2003
3570.29,2003
3902.41,2003
1474.66,2003
2186.89,2003
1919.4,2003
3656,2003
1847,2003
1851,2004
2633.78,2004
3153.6,2004
2803.2,2004
2311.02,2004
2399.4,2004
2733.12,2004
2096.32,2004
2971.34,2004
2257.58,2004
3493.91,2004
4398.9,2004
3595.62,2005
2443.29,2005
3988.6,2005
5168.4,2005
2803.2,2005
6341.21,2003
5189.78,2003
6027.75,2003
3366,2003
5456.4,2003
3812.16,2003
6083,2003
3170.7,2003
4534.6,2003
4301.15,2004
6804.63,2004
5652.94,2004
6960.48,2004
4512.6,2004
2784.76,2004
5316.36,2004
2941.89,2004
3207.4,2004
4215.05,2004
4333.29,2004
2087.13,2004
1711.22,2004
3910.53,2005
2255.12,2005
5720.75,2005
3335.23,2005
2472.96,2003
1729.65,2003
995.5,2003
2414.72,2003
1560.47,2003
1112.94,2003
1138.94,2003
1012.4,2003
913.92,2003
2349.06,2004
1161.12,2004
1764.75,2004
1690.9,2004
2137.05,2004
2177.1,2004
1734.48,2004
865.49,2004
3500.1,2004
2223.52,2004
2311.68,2004
828.36,2004
856.52,2005
1845.45,2005
4042.08,2005
1828,2005
3680.28,2003
2925.09,2003
3415.77,2003
5105.14,2003
5098.8,2003
4661.76,2003
2969.96,2003
3496.32,2003
5760.93,2003
6819.04,2003
3148.88,2004
5704.32,2004
3520.6,2004
5285.62,2004
5605.05,2004
2779.5,2004
5398.08,2004
3189.6,2004
5581.8,2004
3820.44,2004
5528.04,2004
5981.42,2004
5684.65,2004
3449.4,2005
2654.4,2005
8498,2005
5510.54,2005
2060.45,2003
2460.16,2003
1787.56,2003
1645.65,2003
2169.18,2003
2816.18,2003
2521.05,2003
3199.98,2003
1338.12,2004
2972.58,2004
2070.9,2004
3092.6,2004
2408.7,2004
3472.54,2004
2263.28,2004
2194.17,2004
1346.4,2004
2533.63,2004
3403.26,2004
3307.2,2004
2896.65,2004
2632.89,2005
2046,2005
2279.55,2005
2150.55,2005
3360.45,2003
2326.4,2003
1545.6,2003
2144.6,2003
1639.22,2003
2649.6,2003
3845.6,2003
4527.04,2003
3966.3,2004
4142.58,2004
4441.5,2004
3315.12,2004
3918.53,2004
2830.45,2004
5298.86,2003
2620.8,2004
2181,2004
3382.08,2004
2876.75,2004
4107.2,2005
1350,2005
7182,2005
3933.93,2005
1742.4,2003
721.44,2003
1489.41,2003
891.03,2003
1209.3,2003
859.14,2003
1151.44,2003
1336.44,2003
905.28,2003
1247.4,2003
846.51,2004
1085.04,2004
1767.43,2004
1030.44,2004
1585.36,2004
813.2,2004
1172.34,2004
1510.56,2004
1448.07,2004
3338.1,2004
1225.29,2004
1336.68,2004
2985.84,2004
5545.8,2005
6089.6,2005
1789.4,2005
1082.1,2005
1030.44,2005
3659.32,2003
2443.6,2003
2349.9,2003
1646.19,2003
1670.26,2003
1467.48,2003
2748.56,2003
1522.4,2003
3255.36,2003
3535.03,2004
2608.96,2004
1356.4,2004
1611.36,2004
2603.2,2004
2219.7,2004
1496.25,2004
1884,2004
2166.14,2004
2828.16,2004
6214.45,2004
1867,2004
2676.72,2005
2182.44,2005
1611.4,2005
1479.84,2005
1424.22,2005
5942.28,2003
2348.75,2003
4392.12,2003
2759.75,2003
2728.03,2003
2395.8,2003
3052.33,2003
4242,2003
2790.45,2004
4340.49,2004
2762.2,2004
4645.72,2004
5580.96,2004
6539.04,2004
5548.95,2003
4595.41,2004
1859.44,2004
2093.76,2004
4223.13,2005
1596.76,2005
5820.35,2005
5296.5,2005
930.9,2003
1207.44,2003
717.4,2003
1066.75,2003
1554,2003
1277.64,2003
1578.79,2003
917.7,2003
777,2003
1476.28,2004
1538.46,2004
891.2,2004
1706.8,2004
1373.6,2004
1205.59,2004
1427.4,2004
1649.28,2003
1383.03,2004
1229.51,2004
1140.48,2004
1575.6,2004
1386.72,2004
5018.4,2005
5856.85,2005
4894.73,2005
2094.32,2005
640.05,2005
3193.52,2003
3066.7,2003
3883.11,2003
4814.25,2003
2826.27,2003
1593.2,2003
3266.1,2003
2453.55,2003
3910.4,2003
1788,2004
3328.07,2004
3788.4,2004
3053.7,2004
2005.74,2004
2796.12,2004
3159.96,2004
3908.62,2004
2606.48,2004
2081.76,2004
3519.85,2004
10758,2004
3021,2004
1891.56,2005
4208.41,2005
2246.4,2005
6107.4,2005
1987.74,2003
4068.96,2003
2282.22,2003
1541,2003
1951.92,2003
3107.61,2003
2328.64,2003
3184.8,2003
2149.74,2004
3184.8,2004
2114.58,2004
4256.56,2004
2344.98,2004
2328.66,2004
3575.04,2003
2076,2004
3305.25,2004
1538.55,2004
3325.92,2004
3662.52,2005
3478.64,2005
1057.29,2005
3385.9,2005
1892.1,2003
1707.14,2003
1785.51,2003
2057.4,2003
3490,2003
1707.14,2003
1506.96,2003
2880.48,2003
2206.6,2003
2351.04,2004
1205.04,2004
2935.15,2004
1263.84,2004
2935.15,2004
1224.6,2004
1359.4,2004
1822.18,2003
2163.72,2004
1591.98,2004
3078.5,2004
2997.6,2004
2747.8,2004
2447.76,2005
1910.84,2005
2430.64,2005
2896.3,2005
1630.6,2003
1459.6,2003
1716.22,2003
2560.47,2003
1900.26,2003
2019.84,2003
1988.28,2003
1449.84,2003
1935.09,2003
2793.24,2004
3025.05,2004
1742.5,2004
3236.1,2004
1735.92,2004
2795.13,2004
1671.52,2004
1576.74,2004
3615.71,2004
1459.6,2004
2891.01,2004
2598.44,2004
3871.92,2004
3036,2005
2231.6,2005
2436.78,2005
2173.6,2005
1254.6,2005
3724.42,2003
5203,2003
3469.5,2003
3148.2,2003
2167.22,2003
6244.07,2003
5566,2003
4368.96,2003
4039.26,2004
4420.32,2004
2341.71,2004
5110.98,2004
6168,2004
4873.26,2004
2120.14,2003
4236.14,2004
1888.95,2004
1152.58,2004
2492.88,2004
1991.6,2005
3953.18,2005
3729.39,2005
2617.16,2005
3983.5,2003
3169.95,2003
3899.5,2003
1851.73,2003
2513.41,2003
2431.94,2003
1514.52,2003
3079.44,2003
1900.36,2003
1974.06,2004
3703.46,2004
1755.13,2004
4273.29,2004
3984.96,2004
2407.68,2004
1697.3,2004
2011.02,2004
2306.25,2004
1845,2004
2493.12,2004
1508.5,2004
2394.3,2005
3164.98,2005
3351.09,2005
3064.32,2005
3891.81,2005
5448.8,2003
5494.97,2003
6336.07,2003
2906.97,2003
4767.7,2003
3819.56,2003
3861.75,2003
6319.35,2003
6996.42,2003
6949.67,2004
4550,2004
4479.63,2004
5148,2004
2932.08,2004
3159.75,2004
4297.32,2004
7723.5,2003
5497.65,2004
4052.88,2004
3135.93,2004
5013.54,2004
5302.72,2004
2931.98,2005
1757.91,2005
6763.05,2005
11739.7,2005
9240,2005
3241.5,2003
1968.12,2003
4094.5,2003
1853.32,2003
3392.84,2003
1971.54,2003
2169.9,2003
2846.17,2003
2018.4,2004
2718.72,2004
1981.65,2004
3002.4,2004
2948.16,2004
3357.49,2004
1175.16,2004
2292.8,2004
3286.49,2004
2333.7,2004
2675.05,2004
4361.4,2004
2018.58,2004
3710.98,2004
2847,2005
3006.12,2005
2797.84,2005
3843.2,2005
1351.08,2005
1689.03,2003
1654.56,2003
1528.58,2003
1013.48,2003
1442.26,2003
1163.05,2003
971.98,2003
902.66,2003
1295.97,2003
1534.72,2004
1185.3,2004
1698.78,2004
1381.05,2004
1340.46,2004
965.04,2004
1093.99,2004
3166.84,2004
2143.68,2004
1717.64,2005
4086.29,2005
553.95,2005
652.35,2005
2921.62,2003
5568.64,2003
1939.8,2003
3784.8,2003
2802.09,2003
2384.64,2003
2915.66,2003
5795.72,2003
3699.88,2003
2980.6,2003
5032.74,2004
4737.15,2004
6311.2,2004
3070.54,2004
4797.39,2004
3832.38,2004
4641.48,2004
4000.26,2004
5325.76,2004
4618.69,2004
3182.97,2004
2603.04,2004
1408.96,2005
1972.11,2005
5207.75,2005
4253.2,2005
2873,2003
2253.68,2003
3576.12,2003
3276.13,2003
1811.4,2003
3845.1,2003
2571.14,2003
5035.11,2003
2279,2003
3213.87,2003
3532.23,2004
3406.59,2004
3467.2,2004
3628.94,2004
4674.72,2004
1656.69,2004
5171.4,2004
3342.57,2004
4884.88,2004
6267.69,2004
4424.16,2004
1962.09,2004
6847,2004
3476.8,2005
4592.61,2005
2208.92,2005
1657.76,2003
2479.21,2003
3565.92,2003
2797.41,2003
3756,2003
2840,2004
1716.26,2004
3245.6,2004
2760.94,2004
1808.4,2004
1682.37,2004
1491,2004
1666.35,2004
3666.08,2004
2916.2,2004
2616.98,2004
3390.8,2004
3146.5,2004
1561.5,2004
10039.6,2005
3167,2005
3521.25,2005
4219.28,2005
3581.76,2005
2130.01,2003
2063.06,2003
2008.13,2003
2004.77,2003
1543.3,2003
2269.92,2003
1991.92,2003
2916.76,2003
2027.52,2004
3235.18,2004
2062.94,2004
3317.78,2004
3913.69,2004
3608.64,2004
3524.8,2004
2586.88,2004
4753.49,2004
3684.67,2004
5715.4,2004
3098.7,2004
2670.92,2004
5154.41,2005
4894.17,2005
2472.6,2005
3224.31,2003
3667.52,2003
4141.33,2003
2829.58,2003
3068.55,2003
2634.96,2003
2436.72,2003
4607.36,2003
3598.99,2003
3964.1,2003
2244.9,2004
2793,2004
4133.64,2004
3900.6,2004
2743.04,2004
2402.07,2004
2178.54,2004
3155.04,2004
2366.28,2004
1963.6,2004
4746.28,2004
6386.94,2004
4428,2004
4044.04,2005
2708.42,2005
2904.72,2005
3553.88,2005
1858,2003
2461.36,2003
2642.01,2003
3098.7,2003
3244.36,2003
4351.16,2003
3675.86,2004
2475.27,2004
4177.49,2004
3282.28,2004
2477.21,2004
1883.93,2004
3658.93,2004
2856.88,2004
1917.84,2004
5305.36,2004
2875.95,2004
6482.85,2004
3733.82,2004
6576.5,2005
6353.27,2005
4175.6,2005
4992.61,2005
4764.6,2005
1173.15,2003
1384.46,2003
1327.59,2003
1109.8,2003
1239,2003
1035.58,2003
1545.64,2003
1517.54,2003
1731.84,2004
1695.49,2004
1045.98,2004
1738.08,2004
651.8,2004
988.47,2004
1518.11,2004
1013.76,2004
1549.8,2004
1108.38,2004
4102.56,2004
3713.16,2004
1513.54,2004
2317.44,2005
3298.4,2005
1826.96,2005
1206.9,2005
1666.7,2003
1560.44,2003
2337.75,2003
1103.76,2003
2617.85,2003
2207.52,2003
3165.5,2003
2071.41,2003
1385.28,2003
1621.62,2003
1931.65,2004
1244.53,2004
1704.5,2004
1753.2,2004
1666.7,2004
1710.89,2004
2326.5,2004
2316,2004
1727.1,2004
8844.12,2004
2424,2004
1535.49,2004
6358.68,2004
1329.4,2005
1701.76,2005
2259.72,2005
925.3,2005
482.13,2005
3227.63,2003
1711.26,2003
2054.36,2003
3131.94,2003
1681.35,2003
2351.36,2003
1408,2003
2445.6,2003
1804.44,2003
2544.75,2003
1056.4,2004
2801.4,2004
1988.4,2004
2908.35,2004
2147.4,2004
2099.63,2004
2315.18,2004
2327.15,2004
5377.4,2004
2626.01,2004
4406.4,2004
4301.22,2004
2986.5,2005
1587.08,2005
1808.4,2005
1193.04,2005
3403.35,2003
1575.96,2003
1630.2,2003
1701.28,2003
2850.82,2003
2692.06,2003
2174.42,2003
3167.36,2003
2142.66,2003
2117.52,2003
2419.95,2004
2191.2,2004
3043.04,2004
1228.2,2004
1330.35,2004
2792.52,2004
2296,2004
2629.44,2004
1912.16,2004
8209.44,2004
2431.77,2004
3139.99,2004
5669.64,2004
3160.25,2005
6799.68,2005
1867.32,2005
2702.04,2005
2406.36,2003
2094.67,2003
2797.9,2003
1637.2,2003
2281.91,2003
2307.24,2004
1320.8,2004
2642.82,2004
3061,2004
3164.4,2004
1791.16,2004
4093,2004
2234.4,2004
3037.84,2004
1419.84,2004
1948.08,2004
2307.24,2004
1780.4,2004
3544.17,2004
3619.44,2005
3918.95,2005
1483.02,2005
4819.26,2005
1591.72,2005
3669.78,2003
2168.5,2003
2694,2003
3251.34,2003
2347.15,2003
3920.88,2003
2514.6,2003
3600.24,2003
4040.03,2004
3336.9,2004
3113.64,2004
2832,2004
3330.98,2004
4304.64,2004
2600.26,2004
4382.16,2004
4235,2004
2626.8,2004
5026.56,2004
2201.62,2004
4326.8,2004
3425.18,2005
4701.88,2005
2204.1,2005
5189.4,2005
1565.85,2003
2480.38,2003
1355.13,2003
1246.44,2003
820.4,2003
2492.64,2003
1113.6,2003
1763.86,2004
1896.66,2004
1449.35,2004
1869.48,2004
1860.53,2004
1724.82,2004
1713.69,2004
1259.44,2004
2051.08,2004
1617.38,2004
1765.62,2004
2024.8,2004
3288.4,2004
2725.47,2004
3224.2,2005
3211.38,2005
1796.34,2005
1979.6,2005
1921.41,2005
3705.24,2003
2843.91,2003
6176.42,2003
5500.44,2003
3220.1,2003
4556.16,2003
3114.89,2003
4948.2,2003
5161.17,2003
2657.76,2003
3983.05,2004
3974.94,2004
2928.42,2004
3054.57,2004
3345.26,2004
4310.72,2004
4983.14,2004
4618.32,2004
3403.12,2004
5190.42,2004
3141.57,2004
2213.4,2004
4896.7,2004
2714.4,2005
3087.05,2005
5692.96,2005
3460.86,2005
1895.94,2005
1705.92,2003
1033.41,2003
3179.52,2003
2091.18,2003
1779.71,2003
2537.64,2003
2448.72,2003
972.4,2003
2856.14,2003
1968.3,2004
2056.2,2004
2242.02,2004
3128.65,2004
2443.26,2004
2470.86,2004
1927.45,2004
2051.56,2004
2337.38,2004
5932.96,2004
2296.77,2004
6490.88,2004
1623.25,2004
1405.92,2005
2282.28,2005
8977.05,2005
3256.35,2005
2821.66,2003
3293.4,2003
4224,2003
3091.68,2003
2219.6,2003
3866.4,2003
1964.76,2003
2668.8,2003
3222,2004
3864.5,2004
1366.8,2004
3475.68,2004
4206.5,2004
1486.38,2004
3077.88,2004
3544.2,2004
2483.04,2004
3478.05,2004
3657.8,2004
4682.36,2004
3937.7,2004
4984.32,2005
5406.66,2005
3491.18,2005
2118.54,2005
2897.47,2003
1916.75,2003
1860,2003
2624,2003
2780.81,2003
3239.62,2003
1824,2003
1134,2003
1487.41,2003
2837.46,2004
1942.77,2004
2544.12,2004
2568.24,2004
2108,2004
1372.14,2004
3540.15,2004
1958.84,2004
2700,2004
2542,2004
2340,2004
2816.44,2004
3526.82,2004
4627.92,2005
1933.5,2005
2600.13,2005
2639.58,2005
3312.97,2003
3863.87,2003
1863.36,2003
3945.96,2003
4954.08,2003
2762.2,2003
3989.76,2003
1649.55,2004
2534.75,2004
2580.25,2004
2831.54,2004
3361.2,2004
2864.32,2004
1994.88,2004
4296.6,2004
2224.95,2004
2795.14,2004
2762.1,2004
2658,2004
5043.87,2004
1210.8,2004
3029.19,2005
10066.6,2005
4121.43,2005
1135.31,2005
2100.82,2005
2034.35,2003
3027.84,2003
3104,2003
3612.43,2003
2711.88,2003
3013.97,2003
2738.54,2003
2832,2003
4720,2003
3222,2004
2231,2004
2296.84,2004
4157.2,2004
2146.2,2004
3724.23,2004
2084.81,2004
3488.78,2004
1753.06,2004
3469.2,2004
2530.8,2004
2924.32,2004
4496.8,2005
6397.44,2005
2577.6,2005
3533.62,2005
3177.3,2003
2730.06,2003
1891.78,2003
2612.48,2003
2925.76,2003
2940.02,2003
3293.24,2003
2389.68,2003
2172.48,2003
2927.43,2004
2659.54,2004
3838,2004
4142.16,2004
2172.48,2004
1882.8,2004
3477.86,2004
3323.84,2004
4195.8,2004
4156.58,2004
3918.75,2004
2352.67,2004
1089.36,2004
2701.12,2005
2487.04,2005
3910.32,2005
4038.8,2005
3070.4,2005
3763.46,2003
2584.8,2003
4427.6,2003
2152.02,2003
2353.4,2003
3431.39,2003
1930.5,2003
4774.56,2003
2592.72,2004
3246.75,2004
3372.5,2004
3909.15,2004
2994.75,2004
4472.52,2004
4576.95,2004
2441.04,2004
3106.25,2004
2706.41,2004
4021.53,2004
4826.25,2004
4935.28,2004
2754.7,2004
3856.71,2005
3102.08,2005
1908.72,2005
7543.75,2005
2457.18,2005
2038.87,2003
2499.26,2003
3838.05,2003
2643.99,2003
2315.88,2003
3225.06,2003
2451.84,2003
2254.98,2003
3939.5,2003
3424.7,2004
2914.2,2004
2389.6,2004
2428.48,2004
3021.48,2004
2610.72,2004
3091.19,2004
2576.2,2004
3232.31,2004
3573.6,2004
2022.51,2004
3717.5,2004
2185.15,2004
2883.53,2005
5017.57,2005
1463,2005
2352.59,2005
4460.82,2003
4758.18,2003
4597.2,2003
4114.8,2003
2104,2003
3195.27,2003
3611.16,2003
2000.77,2003
2314.26,2003
3871.89,2003
2728,2004
5614,2004
4628.8,2004
3641.4,2004
4048,2004
2321.46,2004
3256.96,2004
4208,2004
2973.9,2004
4248.3,2004
9558.8,2004
2650.56,2004
3761.37,2004
4301.34,2005
1864.56,2005
3576.8,2005
3722.32,2005
3986.56,2003
3417.12,2003
2691.09,2003
2752.6,2003
4527.72,2003
3957.05,2003
2818,2004
3199.86,2004
2402.75,2004
6055.72,2004
5465.16,2004
6378.72,2004
5392.8,2004
3986.5,2004
4009.23,2004
7119,2004
4072.2,2004
4094.51,2004
3302.4,2004
3186.48,2004
1668.25,2005
7154.5,2005
2810.83,2005
2018.31,2005
5642.83,2005
3273.6,2003
3268,2003
2688,2003
3715.2,2003
4608,2003
3131.2,2003
2678.4,2004
1747.2,2004
2944,2004
2956.8,2004
2052,2004
3164.8,2004
1740,2004
1777.6,2004
1831.2,2004
3609.6,2004
2112,2004
3644.12,2004
3523.85,2004
5001.92,2004
5208.72,2005
3018.88,2005
1902.4,2005
7084,2005
2620.8,2005
3164.46,2003
4219.2,2003
3828.3,2003
2334.99,2003
4407.5,2003
2812.8,2003
4055.04,2003
3891.66,2003
2488.32,2003
4447.4,2004
4187.22,2004
4615.68,2004
3245.4,2004
2203.75,2004
3446,2004
1939.3,2004
3473.78,2004
2884.8,2004
2670.65,2004
3440,2004
2770.78,2004
2397.54,2004
3275.56,2005
4143.6,2005
5192.64,2005
3029.04,2005
2556.18,2003
3753.9,2003
2562.3,2003
3245.58,2003
2204.6,2003
3003,2003
2526.48,2003
1747.9,2003
3267.25,2003
2818.53,2004
2955.54,2004
2885.05,2004
3162.95,2004
4071.5,2004
2969.46,2004
3396.44,2004
4692.6,2004
3515.7,2004
3380.69,2004
3204.57,2004
2588.04,2004
2854.75,2004
4025.6,2005
2864.4,2005
3789.72,2005
2439.99,2005
2949.12,2003
1539.72,2003
2213.38,2003
2919.58,2003
3778.28,2003
3233.49,2003
3431.25,2003
2546.8,2003
2953.86,2004
3183.29,2004
2466.7,2004
2363.22,2004
2487.45,2004
2249.05,2004
2061.12,2004
4071.14,2004
2656.29,2004
2736.36,2004
3348.93,2004
2893,2004
1661.22,2004
4277.35,2004
2502.9,2005
3801.6,2005
3144.96,2005
2031.4,2005
2674.17,2005
2526.72,2003
1348.76,2003
875.91,2003
1874.05,2003
1671.44,2003
1668.4,2003
2301.75,2003
1459.92,2003
1209.59,2003
2145.12,2004
1416.39,2004
1843.52,2004
1199.31,2004
1875.2,2004
2477.23,2004
948.99,2004
1823.42,2004
1485.8,2004
3789.72,2004
2060.37,2004
2579.36,2004
2189.6,2004
1624.25,2005
4357.5,2005
1367.48,2005
1122.4,2005
2419.62,2005
1419.5,2003
2184,2003
2079.04,2003
1724.97,2003
3003,2003
1846.42,2003
2009.2,2003
1804.04,2003
2109.66,2003
2682.96,2004
2280.24,2004
1192.56,2004
1506.96,2004
1472.62,2004
1696.82,2004
1693.56,2004
1921.92,2004
2082.85,2004
2227.6,2004
3209.38,2004
4080.72,2004
2244.4,2004
3978.51,2005
5417.57,2005
2116.16,2005
3079.44,2005
